"scenario","policy","dpc","stockpile_doses","deaths_averted_med","deaths_averted_lo","deaths_averted_hi"
"DRC","A",0,7340,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7360,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7380,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7400,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7420,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7440,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7460,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7480,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7500,27.1729710946167,10.704503764546,59.2864823882547
"DRC","A",0,7520,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7540,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7560,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7580,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7600,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7620,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7640,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7660,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7680,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7700,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7720,27.1729710946167,10.704503764546,60.1099057547582
"DRC","A",0,7740,27.1729710946167,10.704503764546,60.3157615963841
"DRC","A",0,7760,27.1729710946167,10.704503764546,60.9333291212617
"DRC","A",0,7780,27.1729710946167,10.704503764546,60.9333291212617
