"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","arm_label","scenario_label"
"DRC",40,"obv_60",31,24444.0858884347,73,104,71200.0275640148,70.1923076923077,65.6684319869716,"60%","DRC (Middle, PlusPlus)"
"DRC",40,"obv_70",21,8452.01528987792,41,62,26711.9897649505,66.1290322580645,68.3587206934018,"70%","DRC (Middle, PlusPlus)"
"DRC",40,"obv_80",5,960.066533738257,14,19,2841.9830245803,73.6842105263158,66.2184282793161,"80%","DRC (Middle, PlusPlus)"
"DRC",40,"obv_90",2,1060.85756314199,42,44,23032.6569491188,95.4545454545455,95.3941155573778,"90%","DRC (Middle, PlusPlus)"
"DRC",41,"obv_50",19.9,101618.086982748,149,348,177057.737002034,42.816091954023,42.607372768138,"50%","DRC (Middle, PlusPlus)"
"DRC",41,"obv_60",20.1,99920.9616669493,281,482,239658.157293578,58.298755186722,58.3068806022123,"60%","DRC (Middle, PlusPlus)"
"DRC",41,"obv_70",14.7,91971.9575389614,285,432,260163.217344807,65.9722222222222,64.6483624865899,"70%","DRC (Middle, PlusPlus)"
"DRC",41,"obv_80",12.2,39379.6576945745,500,622,199632.676101336,80.3858520900322,80.2739418898613,"80%","DRC (Middle, PlusPlus)"
"DRC",41,"obv_90",8.5,42991.5072857588,744,829,411793.117440196,89.7466827503016,89.5599257333381,"90%","DRC (Middle, PlusPlus)"
"DRC",42,"obv_50",13.1,36527.2340176385,151,282,80198.1632616885,53.5460992907801,54.4537773284791,"50%","DRC (Middle, PlusPlus)"
"DRC",42,"obv_60",42,207630.678596529,696,1116,540366.454414878,62.3655913978495,61.5759496356307,"60%","DRC (Middle, PlusPlus)"
"DRC",42,"obv_70",10.3,53144.409217473,286,389,180282.959915117,73.5218508997429,70.5216681363036,"70%","DRC (Middle, PlusPlus)"
"DRC",42,"obv_80",9.8,44669.777417144,376,474,204487.832365701,79.3248945147679,78.15528831209,"80%","DRC (Middle, PlusPlus)"
"DRC",42,"obv_90",5.9,34066.0127336074,540,599,332023.356800829,90.1502504173623,89.7398746094713,"90%","DRC (Middle, PlusPlus)"
"DRC",43,"obv_50",9,2828.54280580803,11,20,6885.20222248043,55,58.9185224426272,"50%","DRC (Middle, PlusPlus)"
"DRC",43,"obv_60",41,51723.6349506658,102,143,170099.785104134,71.3286713286713,69.5921808960541,"60%","DRC (Middle, PlusPlus)"
"DRC",43,"obv_70",6,2331.46140409465,14,20,6531.5752251457,70,64.3047607395099,"70%","DRC (Middle, PlusPlus)"
"DRC",43,"obv_80",42,8813.46855481741,136,178,38606.6007895058,76.4044943820225,77.1710837665534,"80%","DRC (Middle, PlusPlus)"
"DRC",43,"obv_90",0,76.116000093664,12,12,1416.2313703277,100,94.6254544498579,"90%","DRC (Middle, PlusPlus)"
"DRC",44,"obv_50",96,22248.4862098947,80,176,38790.1244209473,45.4545454545455,42.6439421321367,"50%","DRC (Middle, PlusPlus)"
"DRC",44,"obv_60",34,14994.2907376494,46,80,39607.7554386029,57.5,62.1430435236542,"60%","DRC (Middle, PlusPlus)"
"DRC",44,"obv_70",1,211.020937050445,3,4,478.452793113486,75,55.8951394813172,"70%","DRC (Middle, PlusPlus)"
"DRC",44,"obv_80",15,7371.58600065221,34,49,28659.2605666153,69.3877551020408,74.2785199097591,"80%","DRC (Middle, PlusPlus)"
"DRC",44,"obv_90",15,9379.54234525216,114,129,76527.3145235104,88.3720930232558,87.7435365350882,"90%","DRC (Middle, PlusPlus)"
"DRC",45,"obv_50",21.3,97664.4277816241,227,440,205102.131565132,51.5909090909091,52.3825388666866,"50%","DRC (Middle, PlusPlus)"
"DRC",45,"obv_60",31.1,99246.5588479323,511,822,253913.084144049,62.1654501216545,60.9131765767423,"60%","DRC (Middle, PlusPlus)"
"DRC",45,"obv_70",18.8,73605.2559267415,445,633,246679.34037583,70.3001579778831,70.1615644769442,"70%","DRC (Middle, PlusPlus)"
"DRC",45,"obv_80",22.7,87949.827106902,892,1119,437723.54922556,79.7140303842717,79.9074490594562,"80%","DRC (Middle, PlusPlus)"
"DRC",45,"obv_90",4.4,20842.9804692751,447,491,211441.207019704,91.0386965376782,90.1424226795429,"90%","DRC (Middle, PlusPlus)"
"DRC",46,"obv_50",16,4540.32162466325,17,33,8400.02235988383,51.5151515151515,45.9486959660183,"50%","DRC (Middle, PlusPlus)"
"DRC",46,"obv_60",9,2108.98233687411,10,19,4313.91524375745,52.6315789473684,51.1121054145428,"60%","DRC (Middle, PlusPlus)"
"DRC",46,"obv_70",64,10078.8941386805,128,192,32595.9932932394,66.6666666666667,69.0793465073791,"70%","DRC (Middle, PlusPlus)"
"DRC",46,"obv_80",11,3649.58589303268,29,40,15178.5206122225,72.5,75.9555889123091,"80%","DRC (Middle, PlusPlus)"
"DRC",46,"obv_90",4,955.165092012074,27,31,8600.83098339499,87.0967741935484,88.8945022422119,"90%","DRC (Middle, PlusPlus)"
"DRC",47,"obv_50",101,78383.1492921095,87,188,146506.607273183,46.2765957446809,46.4985567879866,"50%","DRC (Middle, PlusPlus)"
"DRC",47,"obv_60",35,14814.178920316,27,62,29517.9842495545,43.5483870967742,49.813040094228,"60%","DRC (Middle, PlusPlus)"
"DRC",47,"obv_70",19,3811.05142629668,48,67,14367.4392118683,71.6417910447761,73.4743862834753,"70%","DRC (Middle, PlusPlus)"
"DRC",47,"obv_80",40,10190.0595044919,146,186,45005.5121073086,78.494623655914,77.3581967466667,"80%","DRC (Middle, PlusPlus)"
"DRC",47,"obv_90",3,612.09419256481,18,21,4931.31100410756,85.7142857142857,87.5875970496494,"90%","DRC (Middle, PlusPlus)"
"DRC",48,"obv_50",14,4025.25688797373,16,30,8596.28212207732,53.3333333333333,53.1744441281667,"50%","DRC (Middle, PlusPlus)"
"DRC",48,"obv_60",14,8080.42401665024,23,37,20237.8701346027,62.1621621621622,60.0727548753545,"60%","DRC (Middle, PlusPlus)"
"DRC",48,"obv_70",17,8210.00772474808,26,43,24320.6789890528,60.4651162790698,66.2426870218403,"70%","DRC (Middle, PlusPlus)"
"DRC",48,"obv_80",50,25767.6537178862,182,232,118070.799427022,78.448275862069,78.1760995581191,"80%","DRC (Middle, PlusPlus)"
"DRC",48,"obv_90",4,2066.98465485295,49,53,28727.2291158649,92.4528301886792,92.8047893289108,"90%","DRC (Middle, PlusPlus)"
"DRC",49,"obv_50",40,204985.233762799,393,793,392844.661929604,49.5586380832282,47.8202827662372,"50%","DRC (Middle, PlusPlus)"
"DRC",49,"obv_60",19.9,88556.1486647594,307,506,232227.810373296,60.6719367588933,61.8666909349016,"60%","DRC (Middle, PlusPlus)"
"DRC",49,"obv_70",26.2,137679.106675053,600,862,460960.74709915,69.6055684454756,70.1321408511517,"70%","DRC (Middle, PlusPlus)"
"DRC",49,"obv_80",11.9,72812.2018803305,481,600,319720.414217762,80.1666666666667,77.2262893946027,"80%","DRC (Middle, PlusPlus)"
"DRC",49,"obv_90",4.3,24257.6199658337,457,500,230386.155277564,91.4,89.4708864182361,"90%","DRC (Middle, PlusPlus)"
"DRC",50,"obv_50",61,21696.620411412,44,105,39669.507684576,41.9047619047619,45.3065548886357,"50%","DRC (Middle, PlusPlus)"
"DRC",50,"obv_60",6,2816.48900220318,7,13,4680.33325646383,53.8461538461538,39.8228961941239,"60%","DRC (Middle, PlusPlus)"
"DRC",50,"obv_70",5,750.034135448963,11,16,2366.8906880521,68.75,68.311416355851,"70%","DRC (Middle, PlusPlus)"
"DRC",50,"obv_80",19,4237.53775303991,76,95,21204.0930055288,80,80.0154727111647,"80%","DRC (Middle, PlusPlus)"
"DRC",50,"obv_90",23,5672.80230430629,216,239,45351.7819055057,90.3765690376569,87.4915558640539,"90%","DRC (Middle, PlusPlus)"
"DRC",53,"obv_50",30.9,156463.459032204,311,620,312944.223179243,50.1612903225806,50.0027648880462,"50%","DRC (Middle, PlusPlus)"
"DRC",53,"obv_60",27.2,114541.693638833,408,680,298485.116515351,60,61.6256599404206,"60%","DRC (Middle, PlusPlus)"
"DRC",53,"obv_70",18,61990.0935519472,465,645,212978.634148871,72.0930232558139,70.8937500704336,"70%","DRC (Middle, PlusPlus)"
"DRC",53,"obv_80",14.2,48174.3215859205,476,618,217118.725908191,77.0226537216828,77.8119913957624,"80%","DRC (Middle, PlusPlus)"
"DRC",53,"obv_90",3.8,16165.2657566345,324,362,148583.141730963,89.5027624309392,89.1203903967082,"90%","DRC (Middle, PlusPlus)"
"DRC",54,"obv_50",35.5,130916.322114059,370,725,268492.246756968,51.0344827586207,51.2401852584738,"50%","DRC (Middle, PlusPlus)"
"DRC",54,"obv_60",34.1,137974.131487152,469,810,336895.618653627,57.9012345679012,59.0454360794144,"60%","DRC (Middle, PlusPlus)"
"DRC",54,"obv_70",24,133435.249293692,563,803,461497.543447677,70.1120797011208,71.0864659653773,"70%","DRC (Middle, PlusPlus)"
"DRC",54,"obv_80",5.9,25117.8170492329,254,313,129223.789605823,81.150159744409,80.5625441523958,"80%","DRC (Middle, PlusPlus)"
"DRC",54,"obv_90",6.3,30785.2967697496,628,691,324837.788014463,90.8827785817656,90.5228708279534,"90%","DRC (Middle, PlusPlus)"
"DRC",57,"obv_50",29.5,100301.636013648,295,590,206849.794093291,50,51.5099174000574,"50%","DRC (Middle, PlusPlus)"
"DRC",57,"obv_60",15,75148.5977047485,300,450,207312.197180348,66.6666666666667,63.7510003140944,"60%","DRC (Middle, PlusPlus)"
"DRC",57,"obv_70",6.5,30405.134987484,164,229,97854.8347856798,71.6157205240175,68.9283262762878,"70%","DRC (Middle, PlusPlus)"
"DRC",57,"obv_80",12.6,58272.1095118157,500,626,272356.555648623,79.8722044728434,78.6044769977946,"80%","DRC (Middle, PlusPlus)"
"DRC",57,"obv_90",7.2,38143.09861289,652,724,388167.867457378,90.0552486187845,90.1735558734577,"90%","DRC (Middle, PlusPlus)"
"DRC",61,"obv_50",27.3,92829.4702848077,288,561,186769.511492785,51.3368983957219,50.2973105498572,"50%","DRC (Middle, PlusPlus)"
"DRC",61,"obv_60",19.8,74179.1597345208,311,509,190832.125038222,61.1001964636542,61.1285784719614,"60%","DRC (Middle, PlusPlus)"
"DRC",61,"obv_70",32.7,123993.769653755,772,1099,415449.00789777,70.24567788899,70.1542747012009,"70%","DRC (Middle, PlusPlus)"
"DRC",61,"obv_80",11.4,45624.8637448491,442,556,217467.32001612,79.4964028776978,79.0198988328604,"80%","DRC (Middle, PlusPlus)"
"DRC",61,"obv_90",9,35341.5172010888,770,860,322709.216501873,89.5348837209302,89.0484946218189,"90%","DRC (Middle, PlusPlus)"
"DRC",62,"obv_50",44.1,147872.626992595,452,893,288108.471178334,50.6159014557671,48.6746688190698,"50%","DRC (Middle, PlusPlus)"
"DRC",62,"obv_60",16.3,76079.0448558681,268,431,191707.092482931,62.1809744779582,60.3149555551045,"60%","DRC (Middle, PlusPlus)"
"DRC",62,"obv_70",7.1,28655.0076673544,163,234,91765.4598097232,69.6581196581197,68.7736456322772,"70%","DRC (Middle, PlusPlus)"
"DRC",62,"obv_80",15.8,45566.8863437487,613,771,221005.891168068,79.5071335927367,79.3820490019895,"80%","DRC (Middle, PlusPlus)"
"DRC",62,"obv_90",4.3,29016.5568070676,357,400,276370.419066516,89.25,89.5008456747739,"90%","DRC (Middle, PlusPlus)"
"DRC",65,"obv_50",41.4,187956.771230914,390,804,368021.657515576,48.5074626865672,48.92779612489,"50%","DRC (Middle, PlusPlus)"
"DRC",65,"obv_60",34.6,148767.629663751,440,786,352321.378098445,55.9796437659033,57.7750205035294,"60%","DRC (Middle, PlusPlus)"
"DRC",65,"obv_70",4.4,19507.0111177776,128,172,78458.9656013455,74.4186046511628,75.1373078038094,"70%","DRC (Middle, PlusPlus)"
"DRC",65,"obv_80",14.1,56906.2726498375,576,717,280906.591940307,80.3347280334728,79.7419233714778,"80%","DRC (Middle, PlusPlus)"
"DRC",65,"obv_90",6.3,36480.2103076017,682,745,381187.184745048,91.5436241610738,90.4298434555188,"90%","DRC (Middle, PlusPlus)"
"DRC",69,"obv_50",12.2,33756.2289096146,94,216,60833.5451125449,43.5185185185185,44.5105018174364,"50%","DRC (Middle, PlusPlus)"
"DRC",69,"obv_60",9.9,34028.1106320968,152,251,81816.0991565758,60.5577689243028,58.4090283173054,"60%","DRC (Middle, PlusPlus)"
"DRC",69,"obv_70",14.6,70485.6384583854,368,514,215281.185337085,71.5953307392996,67.2588023203143,"70%","DRC (Middle, PlusPlus)"
"DRC",69,"obv_80",14.1,65347.8248766146,599,740,358163.25003699,80.945945945946,81.75473757571,"80%","DRC (Middle, PlusPlus)"
"DRC",69,"obv_90",6.5,34403.5327982365,525,590,339568.566862737,88.9830508474576,89.8684577562377,"90%","DRC (Middle, PlusPlus)"
"DRC",73,"obv_50",22.8,102509.797433248,215,443,201752.695065727,48.5327313769752,49.1903702204065,"50%","DRC (Middle, PlusPlus)"
"DRC",73,"obv_60",7.1,13830.9053647546,93,164,34342.3677511184,56.7073170731707,59.7264071452844,"60%","DRC (Middle, PlusPlus)"
"DRC",73,"obv_70",10.9,46865.8363432308,201,310,158599.089887686,64.8387096774194,70.4501227740843,"70%","DRC (Middle, PlusPlus)"
"DRC",73,"obv_80",7.3,25955.4208092994,278,351,137962.055188552,79.2022792022792,81.1865510601257,"80%","DRC (Middle, PlusPlus)"
"DRC",73,"obv_90",4.3,24408.6008817877,366,409,210709.190158477,89.4865525672372,88.4159770803401,"90%","DRC (Middle, PlusPlus)"
"DRC",74,"obv_50",46.4,141014.451753595,508,972,301137.55495335,52.2633744855967,53.1727446696445,"50%","DRC (Middle, PlusPlus)"
"DRC",74,"obv_60",40.3,172964.181373635,583,986,418351.665590599,59.1277890466531,58.6557923393333,"60%","DRC (Middle, PlusPlus)"
"DRC",74,"obv_70",30,114180.049052404,698,998,373989.238670759,69.939879759519,69.4696966527098,"70%","DRC (Middle, PlusPlus)"
"DRC",74,"obv_80",11.7,41856.7286000052,449,566,191003.34208244,79.3286219081272,78.0858658578135,"80%","DRC (Middle, PlusPlus)"
"DRC",74,"obv_90",13.8,46867.634481307,1006,1144,400118.294301886,87.9370629370629,88.2865554640334,"90%","DRC (Middle, PlusPlus)"
"DRC",77,"obv_50",49.5,226034.077190294,511,1006,457200.321725829,50.7952286282306,50.5612602508533,"50%","DRC (Middle, PlusPlus)"
"DRC",77,"obv_60",22.8,87368.0206395652,388,616,223670.266228195,62.987012987013,60.9389204417408,"60%","DRC (Middle, PlusPlus)"
"DRC",77,"obv_70",18.4,94128.7929876845,401,585,296302.969697056,68.5470085470085,68.2322478630832,"70%","DRC (Middle, PlusPlus)"
"DRC",77,"obv_80",11.3,52099.4148650608,415,528,259914.290938552,78.5984848484848,79.9551557257858,"80%","DRC (Middle, PlusPlus)"
"DRC",77,"obv_90",1.4,3559.66866843314,193,207,37645.2822644526,93.2367149758454,90.5441838809257,"90%","DRC (Middle, PlusPlus)"
"DRC",78,"obv_50",46.8,235820.208551047,455,923,456175.461008984,49.2957746478873,48.3049333628222,"50%","DRC (Middle, PlusPlus)"
"DRC",78,"obv_60",45.9,229030.307959194,637,1096,565874.333719465,58.1204379562044,59.5262950956287,"60%","DRC (Middle, PlusPlus)"
"DRC",78,"obv_70",34.8,146727.998099993,842,1190,494122.399657954,70.7563025210084,70.3053336174271,"70%","DRC (Middle, PlusPlus)"
"DRC",78,"obv_80",24.5,68785.679733868,935,1180,361825.556280663,79.2372881355932,80.9892699562349,"80%","DRC (Middle, PlusPlus)"
"DRC",78,"obv_90",4.4,25088.2595018076,447,491,236171.115509407,91.0386965376782,89.3770838793331,"90%","DRC (Middle, PlusPlus)"
"DRC",81,"obv_50",36.1,183776.604651824,378,739,374992.419061763,51.1502029769959,50.9919146867992,"50%","DRC (Middle, PlusPlus)"
"DRC",81,"obv_60",22.1,89198.6544149205,334,555,225711.741088931,60.1801801801802,60.4811632817205,"60%","DRC (Middle, PlusPlus)"
"DRC",81,"obv_70",16.3,66753.0672486197,399,562,231818.607995477,70.9964412811388,71.2046121638682,"70%","DRC (Middle, PlusPlus)"
"DRC",81,"obv_80",13.2,38788.786576155,563,695,202912.124642193,81.0071942446043,80.883948337462,"80%","DRC (Middle, PlusPlus)"
"DRC",81,"obv_90",7.4,43813.6402813254,701,775,454887.933035887,90.4516129032258,90.3682562012765,"90%","DRC (Middle, PlusPlus)"
"DRC",85,"obv_50",22,84646.912703139,184,404,161469.645204463,45.5445544554455,47.5771978095611,"50%","DRC (Middle, PlusPlus)"
"DRC",85,"obv_60",13.1,80543.5974058769,218,349,202190.349686426,62.4641833810888,60.1644700002791,"60%","DRC (Middle, PlusPlus)"
"DRC",85,"obv_70",21.8,96552.9077040133,525,743,341720.46560464,70.6594885598923,71.7450614105969,"70%","DRC (Middle, PlusPlus)"
"DRC",85,"obv_80",3.6,17911.0670658713,184,220,91775.6407353711,83.6363636363636,80.4838550596266,"80%","DRC (Middle, PlusPlus)"
"DRC",85,"obv_90",3.2,14999.5362331618,283,315,128453.833289335,89.8412698412698,88.3230139194241,"90%","DRC (Middle, PlusPlus)"
"DRC",86,"obv_50",25,96537.7064368161,219,469,183296.154276679,46.6950959488273,47.3323884956714,"50%","DRC (Middle, PlusPlus)"
"DRC",86,"obv_60",9.3,41860.1033868844,201,294,112890.721545567,68.3673469387755,62.9198017217137,"60%","DRC (Middle, PlusPlus)"
"DRC",86,"obv_70",21.8,42108.2399560153,424,642,133652.476635917,66.0436137071651,68.4942314456901,"70%","DRC (Middle, PlusPlus)"
"DRC",86,"obv_80",3,11014.3707211913,143,173,56399.419869908,82.6589595375723,80.4707730210748,"80%","DRC (Middle, PlusPlus)"
"DRC",86,"obv_90",4.5,14770.895902715,372,417,143857.244824017,89.2086330935252,89.7322544159771,"90%","DRC (Middle, PlusPlus)"
"DRC",89,"obv_50",24.3,130148.410815452,257,500,261435.225206966,51.4,50.2177219185287,"50%","DRC (Middle, PlusPlus)"
"DRC",89,"obv_60",17,64123.5351753985,262,432,168446.445402879,60.6481481481481,61.9323904270985,"60%","DRC (Middle, PlusPlus)"
"DRC",89,"obv_70",19.5,82088.1826541488,435,630,258883.278303491,69.0476190476191,68.2914311066796,"70%","DRC (Middle, PlusPlus)"
"DRC",89,"obv_80",11.9,49146.1637810272,501,620,275031.020298195,80.8064516129032,82.1306833942797,"80%","DRC (Middle, PlusPlus)"
"DRC",89,"obv_90",7.3,30104.2457603958,619,692,258203.102875927,89.4508670520231,88.3408659984765,"90%","DRC (Middle, PlusPlus)"
"DRC",93,"obv_50",9.3,46543.8971321702,96,189,96439.8444882827,50.7936507936508,51.7378969458778,"50%","DRC (Middle, PlusPlus)"
"DRC",93,"obv_60",17.1,57282.5915544981,268,439,144599.486160049,61.0478359908884,60.385342247278,"60%","DRC (Middle, PlusPlus)"
"DRC",93,"obv_70",19.9,64230.3200008397,562,761,233827.459655264,73.850197109067,72.5308908989835,"70%","DRC (Middle, PlusPlus)"
"DRC",93,"obv_80",11.4,32514.7351872966,401,515,166392.872313757,77.8640776699029,80.4590576896915,"80%","DRC (Middle, PlusPlus)"
"DRC",93,"obv_90",3.9,19038.4958223501,343,382,210515.509560388,89.7905759162304,90.9562502724348,"90%","DRC (Middle, PlusPlus)"
"DRC",94,"obv_50",25.8,62806.1729060367,281,539,129976.351185588,52.1335807050093,51.6787689967091,"50%","DRC (Middle, PlusPlus)"
"DRC",94,"obv_60",21.5,117053.971351196,336,551,307116.095047312,60.9800362976407,61.8860837191995,"60%","DRC (Middle, PlusPlus)"
"DRC",94,"obv_70",22.3,62348.8389465413,489,712,204796.636605452,68.6797752808989,69.555731002234,"70%","DRC (Middle, PlusPlus)"
"DRC",94,"obv_80",11.1,40841.0342986148,457,568,185486.703734813,80.4577464788732,77.9816916920339,"80%","DRC (Middle, PlusPlus)"
"DRC",94,"obv_90",3.4,16623.6927375575,371,405,200441.134551573,91.6049382716049,91.7064464962504,"90%","DRC (Middle, PlusPlus)"
"DRC",97,"obv_50",37,218067.391684376,413,783,432104.231682789,52.7458492975734,49.533613490631,"50%","DRC (Middle, PlusPlus)"
"DRC",97,"obv_60",26.8,101184.960807732,386,654,274223.778391659,59.0214067278287,63.1013176898119,"60%","DRC (Middle, PlusPlus)"
"DRC",97,"obv_70",13.3,43694.5403798164,268,401,133290.079627735,66.8329177057357,67.2184602921308,"70%","DRC (Middle, PlusPlus)"
"DRC",97,"obv_80",9.5,47923.679830572,464,559,272072.945225524,83.005366726297,82.3857238760555,"80%","DRC (Middle, PlusPlus)"
"DRC",97,"obv_90",5.7,25103.9338264298,594,651,281428.920464593,91.2442396313364,91.0798315308223,"90%","DRC (Middle, PlusPlus)"
"DRC",101,"obv_50",48.3,129850.125171688,543,1026,261966.577346376,52.9239766081871,50.4325603338326,"50%","DRC (Middle, PlusPlus)"
"DRC",101,"obv_60",33.6,116204.355003274,486,822,292006.520636083,59.1240875912409,60.2048766753073,"60%","DRC (Middle, PlusPlus)"
"DRC",101,"obv_70",12.7,50773.3106830133,215,342,131465.180091931,62.8654970760234,61.3788908610565,"70%","DRC (Middle, PlusPlus)"
"DRC",101,"obv_80",13.8,45160.2259296706,528,666,214194.266357602,79.2792792792793,78.9162302532064,"80%","DRC (Middle, PlusPlus)"
"DRC",101,"obv_90",7,33059.0612155513,765,835,352212.321939953,91.6167664670659,90.6138828325298,"90%","DRC (Middle, PlusPlus)"
"DRC",105,"obv_50",54.2,200830.416111974,546,1088,397561.217362438,50.1838235294118,49.4844045794119,"50%","DRC (Middle, PlusPlus)"
"DRC",105,"obv_60",16.2,92184.45202984,236,398,233225.677514387,59.2964824120603,60.4741411784929,"60%","DRC (Middle, PlusPlus)"
"DRC",105,"obv_70",25.9,116758.740376287,626,885,392021.981826337,70.7344632768362,70.2162772015141,"70%","DRC (Middle, PlusPlus)"
"DRC",105,"obv_80",24.6,100717.72415312,878,1124,500192.838963412,78.1138790035587,79.864221094839,"80%","DRC (Middle, PlusPlus)"
"DRC",105,"obv_90",8.2,20593.9668374178,601,683,189358.37815948,87.9941434846266,89.1243434604867,"90%","DRC (Middle, PlusPlus)"
"DRC",106,"obv_50",30.3,185706.867576931,313,616,371072.773339186,50.8116883116883,49.9540572848275,"50%","DRC (Middle, PlusPlus)"
"DRC",106,"obv_60",29.3,109596.806255488,398,691,279096.325295722,57.5976845151954,60.7315480992582,"60%","DRC (Middle, PlusPlus)"
"DRC",106,"obv_70",17.3,81339.1082726914,337,510,250893.063463251,66.078431372549,67.5801685587034,"70%","DRC (Middle, PlusPlus)"
"DRC",106,"obv_80",17.2,79416.6761461082,729,901,399113.767735358,80.9100998890122,80.1017447739945,"80%","DRC (Middle, PlusPlus)"
"DRC",106,"obv_90",6.2,15329.8146579709,512,574,170347.31335157,89.198606271777,91.0008474120559,"90%","DRC (Middle, PlusPlus)"
"DRC",109,"obv_50",10.7,31887.7965787433,74,181,57056.8900281663,40.8839779005525,44.1122771272641,"50%","DRC (Middle, PlusPlus)"
"DRC",109,"obv_60",29.8,74214.5288350788,422,720,193267.184554816,58.6111111111111,61.6000362368659,"60%","DRC (Middle, PlusPlus)"
"DRC",109,"obv_70",14.2,50923.7300017047,348,490,167664.889341066,71.0204081632653,69.6276720774168,"70%","DRC (Middle, PlusPlus)"
"DRC",109,"obv_80",13.5,87294.3642767717,541,676,372857.024474334,80.0295857988166,76.5877109597594,"80%","DRC (Middle, PlusPlus)"
"DRC",109,"obv_90",4.9,24537.2005873613,501,550,254583.916320143,91.0909090909091,90.3618418075926,"90%","DRC (Middle, PlusPlus)"
"DRC",113,"obv_50",13.2,56536.150660661,148,280,121578.058993198,52.8571428571429,53.4980644296812,"50%","DRC (Middle, PlusPlus)"
"DRC",113,"obv_60",14,56603.1250205437,241,381,146218.261816415,63.254593175853,61.2886076490145,"60%","DRC (Middle, PlusPlus)"
"DRC",113,"obv_70",12.6,60681.3696564109,373,499,239284.374191234,74.749498997996,74.6404796127996,"70%","DRC (Middle, PlusPlus)"
"DRC",113,"obv_80",4,20324.87306628,240,280,107964.03937945,85.7142857142857,81.174404752636,"80%","DRC (Middle, PlusPlus)"
"DRC",113,"obv_90",3.6,14710.0728206226,312,348,178902.342677181,89.6551724137931,91.7775963128856,"90%","DRC (Middle, PlusPlus)"
"DRC",114,"obv_50",22.3,128919.0953961,281,504,266208.235694543,55.7539682539683,51.5720860176445,"50%","DRC (Middle, PlusPlus)"
"DRC",114,"obv_60",35.5,172664.685146512,585,940,447484.69527322,62.2340425531915,61.4143931691141,"60%","DRC (Middle, PlusPlus)"
"DRC",114,"obv_70",25.2,93281.919809431,435,687,283301.998312048,63.3187772925764,67.0733279803117,"70%","DRC (Middle, PlusPlus)"
"DRC",114,"obv_80",10.6,42732.7800975979,496,602,212401.649410607,82.3920265780731,79.8811448893279,"80%","DRC (Middle, PlusPlus)"
"DRC",114,"obv_90",7.5,24619.3715795662,645,720,249212.880282655,89.5833333333333,90.1211480114338,"90%","DRC (Middle, PlusPlus)"
"DRC",117,"obv_50",16.9,79457.3890778374,164,333,152383.705180388,49.2492492492492,47.8570303932576,"50%","DRC (Middle, PlusPlus)"
"DRC",117,"obv_60",12.9,69535.7909252639,210,339,187548.963990734,61.9469026548673,62.9239269331824,"60%","DRC (Middle, PlusPlus)"
"DRC",117,"obv_70",9.8,47731.8091813881,255,353,166505.730466981,72.2379603399433,71.3332333682933,"70%","DRC (Middle, PlusPlus)"
"DRC",117,"obv_80",4.3,14637.6954228462,137,180,56672.9685960502,76.1111111111111,74.1716451679462,"80%","DRC (Middle, PlusPlus)"
"DRC",117,"obv_90",4.6,19412.0176341256,428,474,205769.288150505,90.295358649789,90.5661249020178,"90%","DRC (Middle, PlusPlus)"
"DRC",121,"obv_50",42.2,180694.559662315,456,878,376691.876604657,51.9362186788155,52.0312035154514,"50%","DRC (Middle, PlusPlus)"
"DRC",121,"obv_60",24.6,105571.377252948,339,585,256384.294803262,57.9487179487179,58.8229936884557,"60%","DRC (Middle, PlusPlus)"
"DRC",121,"obv_70",24.3,98625.4476265028,512,755,315019.686161245,67.8145695364238,68.6922906855985,"70%","DRC (Middle, PlusPlus)"
"DRC",121,"obv_80",8.5,51409.9870410958,303,388,247148.078914462,78.0927835051546,79.1987106406403,"80%","DRC (Middle, PlusPlus)"
"DRC",121,"obv_90",6.2,20130.0503499475,617,679,239805.530174932,90.8689248895435,91.605677177143,"90%","DRC (Middle, PlusPlus)"
"DRC",125,"obv_50",29.6,122054.754309939,280,576,238457.83665736,48.6111111111111,48.8149536115607,"50%","DRC (Middle, PlusPlus)"
"DRC",125,"obv_60",21.9,71066.4595310795,327,546,178669.134983062,59.8901098901099,60.2245460371112,"60%","DRC (Middle, PlusPlus)"
"DRC",125,"obv_70",27.3,169624.391674309,652,925,574457.708429203,70.4864864864865,70.4722577162156,"70%","DRC (Middle, PlusPlus)"
"DRC",125,"obv_80",20.2,93072.6730415987,760,962,465889.079131711,79.002079002079,80.0225682011992,"80%","DRC (Middle, PlusPlus)"
"DRC",125,"obv_90",11.1,45597.9807622751,972,1083,438968.422854804,89.7506925207756,89.6124690551244,"90%","DRC (Middle, PlusPlus)"
"DRC",126,"obv_50",28,151373.337441477,272,552,306622.38170811,49.2753623188406,50.6319999870143,"50%","DRC (Middle, PlusPlus)"
"DRC",126,"obv_60",41.4,187007.572268588,611,1025,456679.390020142,59.609756097561,59.0505776360217,"60%","DRC (Middle, PlusPlus)"
"DRC",126,"obv_70",11.4,53068.1824041336,295,409,183807.217017938,72.1271393643032,71.1283467183148,"70%","DRC (Middle, PlusPlus)"
"DRC",126,"obv_80",19.4,71290.7277143427,833,1027,339992.413159246,81.110029211295,79.0316710152731,"80%","DRC (Middle, PlusPlus)"
